Booking_ID,Property,City,Region,Business_Model,Booking_Type,Check_In_Date,Year,Month,Quarter,Year_Quarter,Is_Weekend,Nightly_Rate_GHS,Nightly_Rate_USD,Nights_Stayed,Revenue_GHS,Pricing_Phase,Phase_Occupancy_Rate,Pricing_Note
BAR-B0117,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-25,2023,July,Q3,2023-Q3,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0118,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-26,2023,March,Q1,2023-Q1,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0119,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-19,2023,July,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0120,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-21,2023,August,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0121,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-23,2023,December,Q4,2023-Q4,True,1200.0,96.0,7.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0122,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-12,2023,October,Q4,2023-Q4,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0123,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-07,2023,September,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0124,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-01,2023,June,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0125,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-30,2023,January,Q1,2023-Q1,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0126,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-05,2023,October,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0127,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-10,2023,June,Q2,2023-Q2,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0128,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-27,2023,October,Q4,2023-Q4,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0129,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-29,2023,September,Q3,2023-Q3,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0130,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-18,2023,September,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0131,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-06,2023,April,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0132,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-04,2023,February,Q1,2023-Q1,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0133,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-01,2023,May,Q2,2023-Q2,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0134,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-19,2023,October,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0135,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-01,2023,November,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0136,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-11,2023,February,Q1,2023-Q1,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0137,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-26,2023,October,Q4,2023-Q4,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0138,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-11,2023,June,Q2,2023-Q2,True,1200.0,96.0,5.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0139,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-15,2023,April,Q2,2023-Q2,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0140,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-03,2023,May,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0141,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-09,2023,March,Q1,2023-Q1,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0142,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-03,2023,June,Q2,2023-Q2,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0143,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-07,2023,February,Q1,2023-Q1,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0144,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-15,2023,November,Q4,2023-Q4,False,900.0,72.0,7.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0145,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-21,2023,February,Q1,2023-Q1,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0146,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-20,2023,April,Q2,2023-Q2,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0147,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-28,2023,June,Q2,2023-Q2,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0148,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-06,2023,May,Q2,2023-Q2,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0149,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-22,2023,March,Q1,2023-Q1,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0150,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-06,2023,October,Q4,2023-Q4,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0151,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-10,2023,November,Q4,2023-Q4,True,1200.0,96.0,7.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0152,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-01,2023,December,Q4,2023-Q4,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0153,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-08,2023,December,Q4,2023-Q4,True,1200.0,96.0,4.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0154,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-06,2023,December,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0155,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-10,2023,March,Q1,2023-Q1,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0156,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-24,2023,February,Q1,2023-Q1,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0157,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-21,2023,March,Q1,2023-Q1,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0158,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-06,2023,November,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0159,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-25,2023,June,Q2,2023-Q2,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0160,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-21,2023,November,Q4,2023-Q4,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0161,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-16,2023,September,Q3,2023-Q3,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0162,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-27,2023,January,Q1,2023-Q1,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0163,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-05,2023,August,Q3,2023-Q3,True,1200.0,96.0,4.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0164,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-23,2023,January,Q1,2023-Q1,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0165,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-08,2023,March,Q1,2023-Q1,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0166,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-15,2023,May,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0167,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-15,2023,August,Q3,2023-Q3,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0168,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-07,2023,August,Q3,2023-Q3,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0169,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-27,2023,February,Q1,2023-Q1,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0170,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-20,2023,December,Q4,2023-Q4,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0171,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-07,2023,October,Q4,2023-Q4,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0172,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-09,2023,July,Q3,2023-Q3,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0173,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-17,2023,March,Q1,2023-Q1,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0174,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-22,2023,January,Q1,2023-Q1,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0175,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-21,2023,January,Q1,2023-Q1,True,1200.0,96.0,5.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0176,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-18,2023,April,Q2,2023-Q2,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0177,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-22,2023,February,Q1,2023-Q1,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0178,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-14,2023,October,Q4,2023-Q4,True,1200.0,96.0,5.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0179,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-14,2023,November,Q4,2023-Q4,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0180,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-25,2023,March,Q1,2023-Q1,True,1200.0,96.0,7.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0181,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-01,2023,April,Q2,2023-Q2,True,1200.0,96.0,5.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0182,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-13,2023,January,Q1,2023-Q1,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0183,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-20,2023,June,Q2,2023-Q2,False,900.0,72.0,4.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0184,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-30,2023,July,Q3,2023-Q3,True,1200.0,96.0,4.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0185,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-08,2023,May,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0186,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-26,2023,December,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0187,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-20,2023,January,Q1,2023-Q1,True,1200.0,96.0,5.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0188,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-24,2023,April,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0189,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-24,2023,August,Q3,2023-Q3,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0190,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-27,2023,April,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0191,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-04,2023,December,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0192,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-18,2023,June,Q2,2023-Q2,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0193,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-05,2023,February,Q1,2023-Q1,True,1200.0,96.0,7.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0194,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-29,2023,June,Q2,2023-Q2,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0195,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-24,2023,July,Q3,2023-Q3,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0196,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-02,2023,October,Q4,2023-Q4,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0197,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-15,2023,January,Q1,2023-Q1,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0198,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-14,2023,May,Q2,2023-Q2,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0199,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-16,2023,May,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0200,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-02,2023,November,Q4,2023-Q4,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0201,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-12,2023,August,Q3,2023-Q3,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0202,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-19,2023,September,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0203,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-23,2023,October,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0204,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-29,2023,December,Q4,2023-Q4,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0205,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-24,2023,September,Q3,2023-Q3,True,1200.0,96.0,5.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0206,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-03,2023,October,Q4,2023-Q4,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0207,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-10,2023,December,Q4,2023-Q4,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0208,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-09,2023,August,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0209,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-07,2023,December,Q4,2023-Q4,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0210,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-16,2023,November,Q4,2023-Q4,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0211,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-05,2023,March,Q1,2023-Q1,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0212,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-17,2023,September,Q3,2023-Q3,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0213,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-29,2023,July,Q3,2023-Q3,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0214,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-11,2023,October,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0215,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-04,2023,August,Q3,2023-Q3,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0216,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-14,2023,July,Q3,2023-Q3,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0217,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-31,2023,March,Q1,2023-Q1,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0218,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-04,2023,June,Q2,2023-Q2,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0219,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-01,2023,January,Q1,2023-Q1,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0220,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-24,2023,October,Q4,2023-Q4,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0221,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-14,2023,June,Q2,2023-Q2,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0222,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-12,2023,December,Q4,2023-Q4,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0223,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-31,2023,August,Q3,2023-Q3,False,900.0,72.0,4.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0224,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-28,2023,March,Q1,2023-Q1,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0225,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-26,2023,May,Q2,2023-Q2,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0226,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-21,2023,June,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0227,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-11,2023,December,Q4,2023-Q4,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
